fila_csv,conjunto
13515,entrenamiento
13516,prueba
13517,entrenamiento
13518,entrenamiento
13519,entrenamiento
13520,prueba
13521,entrenamiento
13522,entrenamiento
13523,validacion
13524,entrenamiento
13525,entrenamiento
13526,entrenamiento
13527,validacion
13528,validacion
13529,entrenamiento
13530,entrenamiento
13531,prueba
13532,prueba
13533,entrenamiento
13534,entrenamiento
13535,entrenamiento
13536,entrenamiento
13537,entrenamiento
13538,entrenamiento
13539,validacion
13540,validacion
13541,prueba
13542,validacion
13543,entrenamiento
13544,entrenamiento
13545,entrenamiento
13546,entrenamiento
13547,entrenamiento
13548,prueba
13549,entrenamiento
13550,prueba
13551,entrenamiento
13552,entrenamiento
13553,prueba
13554,validacion
13555,entrenamiento
13556,entrenamiento
13557,entrenamiento
13558,prueba
13559,prueba
13560,entrenamiento
13561,prueba
13562,entrenamiento
13563,entrenamiento
13564,entrenamiento
13565,entrenamiento
13566,entrenamiento
13567,entrenamiento
13568,entrenamiento
13569,entrenamiento
13570,entrenamiento
13571,entrenamiento
13572,entrenamiento
13573,entrenamiento
13574,entrenamiento
13575,prueba
13576,entrenamiento
13577,entrenamiento
13578,entrenamiento
13579,entrenamiento
13580,entrenamiento
13581,entrenamiento
13582,validacion
13583,entrenamiento
13584,entrenamiento
13585,entrenamiento
13586,entrenamiento
13587,entrenamiento
13588,entrenamiento
13589,prueba
13590,prueba
13591,entrenamiento
13592,entrenamiento
13593,entrenamiento
13594,prueba
13595,validacion
13596,validacion
13597,entrenamiento
13598,entrenamiento
13599,validacion
13600,entrenamiento
13601,entrenamiento
13602,entrenamiento
13603,entrenamiento
13604,entrenamiento
13605,entrenamiento
13606,entrenamiento
13607,entrenamiento
13608,entrenamiento
13609,entrenamiento
13610,entrenamiento
13611,prueba
13612,entrenamiento
13613,entrenamiento
13614,prueba
13615,entrenamiento
13616,entrenamiento
13617,entrenamiento
13618,validacion
13619,entrenamiento
13620,entrenamiento
13621,entrenamiento
13622,entrenamiento
13623,entrenamiento
13624,entrenamiento
13625,validacion
13626,entrenamiento
13627,entrenamiento
13628,entrenamiento
13629,validacion
13630,entrenamiento
13631,validacion
13632,entrenamiento
13633,validacion
13634,entrenamiento
13635,entrenamiento
13636,entrenamiento
13637,entrenamiento
13638,entrenamiento
13639,entrenamiento
13640,entrenamiento
13641,entrenamiento
13642,entrenamiento
13643,entrenamiento
13644,entrenamiento
13645,validacion
13646,entrenamiento
13647,entrenamiento
13648,validacion
13649,validacion
13650,entrenamiento
13651,validacion
13652,entrenamiento
13653,entrenamiento
13654,entrenamiento
13655,validacion
13656,entrenamiento
13657,entrenamiento
13658,entrenamiento
13659,entrenamiento
13660,prueba
13661,prueba
13662,validacion
13663,entrenamiento
13664,entrenamiento
13665,entrenamiento
13666,entrenamiento
13667,entrenamiento
13668,entrenamiento
13669,prueba
13670,entrenamiento
13671,entrenamiento
13672,entrenamiento
13673,validacion
13674,prueba
13675,validacion
13676,validacion
13677,entrenamiento
13678,entrenamiento
13679,entrenamiento
13680,entrenamiento
13681,entrenamiento
13682,prueba
13683,prueba
13684,entrenamiento
13685,entrenamiento
13686,entrenamiento
13687,entrenamiento
13688,entrenamiento
13689,entrenamiento
13690,validacion
13691,validacion
13692,entrenamiento
13693,entrenamiento
13694,entrenamiento
13695,entrenamiento
13696,entrenamiento
13697,entrenamiento
13698,entrenamiento
13699,validacion
13700,entrenamiento
13701,entrenamiento
13702,entrenamiento
13703,prueba
13704,validacion
13705,entrenamiento
13706,entrenamiento
13707,entrenamiento
13708,entrenamiento
13709,validacion
13710,validacion
13711,entrenamiento
13712,entrenamiento
13713,entrenamiento
13714,prueba
13715,prueba
13716,entrenamiento
13717,prueba
13718,entrenamiento
13719,entrenamiento
13720,entrenamiento
13721,entrenamiento
13722,entrenamiento
13723,entrenamiento
13724,validacion
13725,validacion
13726,validacion
13727,entrenamiento
13728,entrenamiento
13729,prueba
13730,entrenamiento
13731,validacion
13732,validacion
13733,entrenamiento
13734,validacion
13735,entrenamiento
13736,validacion
13737,entrenamiento
13738,entrenamiento
13739,entrenamiento
13740,entrenamiento
13741,prueba
13742,entrenamiento
13743,entrenamiento
13744,prueba
13745,validacion
13746,entrenamiento
13747,prueba
13748,entrenamiento
13749,validacion
13750,entrenamiento
13751,prueba
13752,entrenamiento
13753,entrenamiento
13754,entrenamiento
13755,entrenamiento
13756,entrenamiento
13757,validacion
13758,entrenamiento
13759,entrenamiento
13760,prueba
13761,validacion
13762,entrenamiento
13763,entrenamiento
13764,entrenamiento
13765,entrenamiento
13766,entrenamiento
13767,prueba
13768,entrenamiento
13769,entrenamiento
13770,entrenamiento
13771,prueba
13772,prueba
13773,entrenamiento
13774,prueba
13775,prueba
13776,entrenamiento
13777,prueba
13778,prueba
13779,entrenamiento
13780,entrenamiento
13781,entrenamiento
13782,prueba
13783,entrenamiento
13784,validacion
13785,entrenamiento
13786,entrenamiento
13787,entrenamiento
13788,validacion
13789,entrenamiento
13790,entrenamiento
13791,entrenamiento
13792,entrenamiento
13793,validacion
13794,entrenamiento
13795,entrenamiento
13796,prueba
13797,entrenamiento
13798,entrenamiento
13799,entrenamiento
13800,entrenamiento
13801,entrenamiento
13802,entrenamiento
13803,entrenamiento
13804,validacion
13805,validacion
13806,entrenamiento
13807,prueba
13808,validacion
13809,prueba
13810,entrenamiento
13811,entrenamiento
13812,entrenamiento
13813,validacion
13814,prueba
13815,prueba
13816,entrenamiento
13817,entrenamiento
13818,entrenamiento
13819,entrenamiento
13820,entrenamiento
13821,entrenamiento
13822,entrenamiento
13823,entrenamiento
13824,entrenamiento
13825,validacion
13826,entrenamiento
13827,prueba
13828,validacion
13829,entrenamiento
13830,entrenamiento
13831,entrenamiento
13832,prueba
13833,entrenamiento
13834,entrenamiento
13835,entrenamiento
13836,entrenamiento
13837,validacion
13838,entrenamiento
13839,entrenamiento
13840,validacion
13841,prueba
13842,prueba
13843,entrenamiento
13844,entrenamiento
13845,entrenamiento
13846,prueba
13847,validacion
13848,entrenamiento
13849,prueba
13850,validacion
13851,entrenamiento
13852,entrenamiento
13853,prueba
13854,prueba
13855,entrenamiento
13856,entrenamiento
13857,prueba
13858,prueba
13859,entrenamiento
13860,entrenamiento
13861,entrenamiento
13862,entrenamiento
13863,prueba
13864,entrenamiento
13865,entrenamiento
13866,entrenamiento
13867,entrenamiento
13868,validacion
13869,entrenamiento
13870,prueba
13871,validacion
13872,entrenamiento
13873,prueba
13874,entrenamiento
13875,entrenamiento
13876,entrenamiento
13877,validacion
13878,entrenamiento
13879,entrenamiento
13880,entrenamiento
13881,entrenamiento
13882,entrenamiento
13883,entrenamiento
13884,entrenamiento
13885,entrenamiento
13886,entrenamiento
13887,entrenamiento
13888,entrenamiento
13889,entrenamiento
13890,entrenamiento
13891,prueba
13892,entrenamiento
13893,entrenamiento
13894,entrenamiento
13895,entrenamiento
13896,entrenamiento
13897,entrenamiento
13898,entrenamiento
13899,entrenamiento
13900,entrenamiento
13901,entrenamiento
13902,entrenamiento
13903,validacion
13904,entrenamiento
13905,entrenamiento
13906,validacion
13907,entrenamiento
13908,entrenamiento
13909,entrenamiento
13910,validacion
13911,entrenamiento
13912,entrenamiento
13913,entrenamiento
13914,entrenamiento
13915,validacion
13916,entrenamiento
13917,entrenamiento
13918,prueba
13919,entrenamiento
13920,entrenamiento
13921,entrenamiento
13922,prueba
13923,validacion
13924,entrenamiento
13925,entrenamiento
13926,entrenamiento
13927,entrenamiento
13928,validacion
13929,entrenamiento
13930,entrenamiento
13931,validacion
13932,entrenamiento
13933,entrenamiento
13934,validacion
13935,entrenamiento
13936,prueba
13937,prueba
13938,entrenamiento
13939,entrenamiento
13940,entrenamiento
13941,prueba
13942,validacion
13943,validacion
13944,entrenamiento
13945,validacion
13946,validacion
13947,entrenamiento
13948,entrenamiento
13949,validacion
13950,entrenamiento
13951,prueba
13952,entrenamiento
13953,entrenamiento
13954,entrenamiento
13955,entrenamiento
13956,entrenamiento
13957,entrenamiento
13958,prueba
13959,entrenamiento
13960,entrenamiento
13961,entrenamiento
13962,validacion
13963,entrenamiento
13964,prueba
13965,entrenamiento
13966,entrenamiento
13967,entrenamiento
13968,validacion
13969,entrenamiento
13970,entrenamiento
13971,entrenamiento
13972,validacion
13973,entrenamiento
13974,validacion
13975,prueba
13976,entrenamiento
13977,entrenamiento
13978,entrenamiento
13979,entrenamiento
13980,entrenamiento
13981,prueba
13982,entrenamiento
13983,validacion
13984,entrenamiento
13985,prueba
13986,validacion
13987,entrenamiento
13988,prueba
13989,entrenamiento
13990,prueba
13991,validacion
13992,prueba
13993,entrenamiento
13994,validacion
13995,validacion
13996,validacion
13997,entrenamiento
13998,validacion
13999,entrenamiento
14000,prueba
14001,entrenamiento
14002,entrenamiento
14003,entrenamiento
14004,entrenamiento
14005,entrenamiento
14006,entrenamiento
14007,entrenamiento
14008,entrenamiento
14009,entrenamiento
14010,entrenamiento
14011,entrenamiento
14012,entrenamiento
14013,entrenamiento
14014,entrenamiento
14015,entrenamiento
14016,entrenamiento
14017,validacion
14018,prueba
14019,prueba
14020,validacion
14021,entrenamiento
14022,entrenamiento
14023,entrenamiento
14024,entrenamiento
14025,entrenamiento
14026,validacion
14027,entrenamiento
14028,entrenamiento
14029,entrenamiento
14030,entrenamiento
14031,entrenamiento
14032,entrenamiento
14033,entrenamiento
14034,entrenamiento
14035,entrenamiento
14036,entrenamiento
14037,entrenamiento
14038,entrenamiento
14039,prueba
14040,validacion
14041,entrenamiento
14042,entrenamiento
14043,entrenamiento
14044,validacion
14045,prueba
14046,entrenamiento
14047,validacion
14048,entrenamiento
14049,prueba
14050,validacion
14051,entrenamiento
14052,prueba
14053,entrenamiento
14054,validacion
14055,entrenamiento
14056,entrenamiento
14057,entrenamiento
14058,validacion
14059,entrenamiento
14060,prueba
14061,entrenamiento
14062,validacion
14063,validacion
14064,entrenamiento
14065,entrenamiento
14066,entrenamiento
14067,entrenamiento
14068,entrenamiento
14069,entrenamiento
14070,entrenamiento
14071,prueba
14072,validacion
14073,prueba
14074,prueba
14075,prueba
14076,entrenamiento
14077,entrenamiento
14078,prueba
14079,entrenamiento
14080,prueba
14081,entrenamiento
14082,validacion
14083,entrenamiento
14084,entrenamiento
14085,entrenamiento
14086,entrenamiento
14087,entrenamiento
14088,entrenamiento
14089,entrenamiento
14090,entrenamiento
14091,validacion
14092,validacion
14093,entrenamiento
14094,entrenamiento
14095,entrenamiento
14096,entrenamiento
14097,entrenamiento
14098,entrenamiento
14099,prueba
14100,validacion
14101,entrenamiento
14102,entrenamiento
14103,prueba
14104,prueba
14105,validacion
14106,entrenamiento
14107,entrenamiento
14108,entrenamiento
14109,entrenamiento
14110,prueba
14111,prueba
14112,validacion
14113,prueba
14114,entrenamiento
14115,validacion
14116,entrenamiento
14117,entrenamiento
14118,prueba
14119,entrenamiento
14120,validacion
14121,entrenamiento
14122,entrenamiento
14123,entrenamiento
14124,entrenamiento
14125,entrenamiento
14126,entrenamiento
14127,validacion
14128,entrenamiento
14129,prueba
14130,validacion
14131,entrenamiento
14132,entrenamiento
14133,prueba
14134,entrenamiento
14135,entrenamiento
14136,entrenamiento
14137,entrenamiento
14138,prueba
14139,validacion
14140,prueba
14141,validacion
14142,entrenamiento
14143,entrenamiento
14144,validacion
14145,entrenamiento
14146,entrenamiento
14147,entrenamiento
14148,entrenamiento
14149,validacion
14150,entrenamiento
14151,entrenamiento
14152,prueba
14153,prueba
14154,prueba
14155,validacion
14156,validacion
14157,validacion
14158,prueba
14159,entrenamiento
14160,validacion
14161,entrenamiento
14162,prueba
14163,entrenamiento
14164,prueba
14165,entrenamiento
14166,entrenamiento
14167,entrenamiento
14168,entrenamiento
14169,entrenamiento
14170,prueba
14171,entrenamiento
14172,entrenamiento
14173,prueba
14174,entrenamiento
14175,entrenamiento
14176,entrenamiento
14177,entrenamiento
14178,prueba
14179,validacion
14180,entrenamiento
14181,entrenamiento
14182,entrenamiento
14183,entrenamiento
14184,validacion
14185,entrenamiento
14186,validacion
14187,prueba
14188,prueba
14189,entrenamiento
14190,entrenamiento
14191,entrenamiento
14192,entrenamiento
14193,entrenamiento
14194,prueba
14195,prueba
14196,prueba
14197,entrenamiento
14198,entrenamiento
14199,validacion
14200,entrenamiento
14201,entrenamiento
14202,validacion
14203,entrenamiento
14204,validacion
14205,entrenamiento
14206,entrenamiento
14207,entrenamiento
14208,entrenamiento
14209,prueba
14210,prueba
14211,entrenamiento
14212,entrenamiento
14213,entrenamiento
14214,validacion
14215,prueba
14216,prueba
14217,entrenamiento
14218,entrenamiento
14219,entrenamiento
14220,prueba
14221,entrenamiento
14222,prueba
14223,prueba
14224,validacion
14225,prueba
14226,validacion
14227,validacion
14228,entrenamiento
14229,validacion
14230,validacion
14231,entrenamiento
14232,entrenamiento
14233,entrenamiento
14234,entrenamiento
14235,entrenamiento
14236,entrenamiento
14237,entrenamiento
14238,entrenamiento
14239,prueba
14240,entrenamiento
14241,entrenamiento
14242,prueba
14243,entrenamiento
14244,entrenamiento
14245,entrenamiento
14246,entrenamiento
14247,entrenamiento
14248,prueba
14249,prueba
14250,entrenamiento
14251,entrenamiento
14252,prueba
14253,entrenamiento
14254,entrenamiento
14255,prueba
14256,prueba
14257,prueba
14258,prueba
14259,entrenamiento
14260,validacion
14261,validacion
14262,entrenamiento
14263,validacion
14264,validacion
14265,entrenamiento
14266,entrenamiento
14267,entrenamiento
14268,entrenamiento
14269,entrenamiento
14270,entrenamiento
14271,entrenamiento
14272,entrenamiento
14273,entrenamiento
14274,validacion
14275,validacion
14276,entrenamiento
14277,entrenamiento
14278,entrenamiento
14279,entrenamiento
14280,validacion
14281,entrenamiento
14282,entrenamiento
14283,validacion
14284,validacion
14285,entrenamiento
14286,entrenamiento
14287,validacion
14288,entrenamiento
14289,prueba
14290,entrenamiento
14291,entrenamiento
14292,prueba
14293,entrenamiento
14294,entrenamiento
14295,entrenamiento
14296,entrenamiento
14297,prueba
14298,entrenamiento
14299,prueba
14300,entrenamiento
14301,prueba
14302,validacion
14303,entrenamiento
14304,validacion
14305,entrenamiento
14306,prueba
14307,entrenamiento
14308,entrenamiento
14309,prueba
14310,prueba
14311,entrenamiento
14312,entrenamiento
14313,prueba
14314,validacion
14315,entrenamiento
14316,entrenamiento
14317,entrenamiento
14318,validacion
14319,entrenamiento
14320,entrenamiento
14321,entrenamiento
14322,prueba
14323,entrenamiento
14324,entrenamiento
14325,entrenamiento
14326,validacion
14327,entrenamiento
14328,validacion
14329,entrenamiento
14330,validacion
14331,prueba
14332,validacion
14333,entrenamiento
14334,entrenamiento
14335,entrenamiento
14336,entrenamiento
14337,entrenamiento
14338,entrenamiento
14339,validacion
14340,entrenamiento
14341,entrenamiento
14342,entrenamiento
14343,entrenamiento
14344,entrenamiento
14345,prueba
14346,validacion
14347,entrenamiento
14348,entrenamiento
14349,validacion
14350,entrenamiento
14351,entrenamiento
14352,prueba
14353,entrenamiento
14354,prueba
14355,entrenamiento
14356,entrenamiento
14357,entrenamiento
14358,entrenamiento
14359,prueba
14360,entrenamiento
14361,entrenamiento
14362,entrenamiento
14363,entrenamiento
14364,entrenamiento
14365,entrenamiento
14366,entrenamiento
14367,entrenamiento
14368,entrenamiento
14369,entrenamiento
14370,prueba
14371,entrenamiento
14372,validacion
14373,entrenamiento
14374,entrenamiento
14375,entrenamiento
14376,entrenamiento
14377,entrenamiento
14378,validacion
14379,prueba
14380,prueba
14381,entrenamiento
14382,prueba
14383,entrenamiento
14384,validacion
14385,entrenamiento
14386,prueba
14387,validacion
14388,entrenamiento
14389,validacion
14390,entrenamiento
14391,entrenamiento
14392,entrenamiento
14393,entrenamiento
14394,entrenamiento
14395,entrenamiento
14396,entrenamiento
14397,prueba
14398,validacion
14399,entrenamiento
14400,entrenamiento
14401,validacion
14402,validacion
14403,entrenamiento
14404,entrenamiento
14405,entrenamiento
14406,entrenamiento
14407,entrenamiento
14408,entrenamiento
14409,prueba
14410,entrenamiento
14411,entrenamiento
14412,entrenamiento
14413,entrenamiento
14414,entrenamiento
14415,entrenamiento
14416,entrenamiento
14417,validacion
14418,entrenamiento
14419,prueba
14420,validacion
14421,entrenamiento
14422,entrenamiento
14423,entrenamiento
14424,validacion
14425,entrenamiento
14426,prueba
14427,entrenamiento
14428,prueba
14429,entrenamiento
14430,prueba
14431,entrenamiento
14432,entrenamiento
14433,prueba
14434,entrenamiento
14435,prueba
14436,entrenamiento
14437,entrenamiento
14438,entrenamiento
14439,validacion
14440,entrenamiento
14441,prueba
14442,prueba
14443,entrenamiento
14444,entrenamiento
14445,entrenamiento
14446,prueba
14447,entrenamiento
14448,prueba
14449,entrenamiento
14450,entrenamiento
14451,entrenamiento
14452,entrenamiento
14453,entrenamiento
14454,validacion
14455,entrenamiento
14456,prueba
14457,entrenamiento
14458,entrenamiento
14459,entrenamiento
14460,entrenamiento
14461,prueba
14462,validacion
14463,entrenamiento
14464,entrenamiento
14465,entrenamiento
14466,entrenamiento
14467,entrenamiento
14468,prueba
14469,prueba
14470,entrenamiento
14471,entrenamiento
14472,entrenamiento
14473,entrenamiento
14474,validacion
14475,entrenamiento
14476,entrenamiento
14477,prueba
14478,validacion
14479,entrenamiento
14480,prueba
14481,entrenamiento
14482,entrenamiento
14483,entrenamiento
14484,entrenamiento
14485,entrenamiento
14486,entrenamiento
14487,entrenamiento
14488,prueba
14489,prueba
14490,entrenamiento
14491,entrenamiento
14492,prueba
14493,prueba
14494,entrenamiento
14495,entrenamiento
14496,entrenamiento
14497,entrenamiento
14498,entrenamiento
14499,prueba
14500,entrenamiento
14501,entrenamiento
14502,prueba
14503,validacion
14504,validacion
14505,entrenamiento
14506,entrenamiento
14507,entrenamiento
14508,entrenamiento
14509,entrenamiento
14510,validacion
14511,validacion
14512,entrenamiento
14513,entrenamiento
14514,entrenamiento
14515,entrenamiento
14516,prueba
14517,entrenamiento
14518,entrenamiento
14519,validacion
14520,entrenamiento
14521,validacion
14522,entrenamiento
14523,entrenamiento
14524,entrenamiento
14525,entrenamiento
14526,entrenamiento
14527,entrenamiento
14528,prueba
14529,validacion
14530,entrenamiento
14531,prueba
14532,entrenamiento
14533,entrenamiento
14534,entrenamiento
14535,prueba
14536,prueba
14537,entrenamiento
14538,entrenamiento
14539,entrenamiento
14540,entrenamiento
14541,entrenamiento
14542,entrenamiento
14543,validacion
14544,prueba
14545,entrenamiento
14546,entrenamiento
14547,entrenamiento
14548,prueba
14549,entrenamiento
14550,prueba
14551,entrenamiento
14552,validacion
14553,prueba
14554,entrenamiento
14555,entrenamiento
14556,entrenamiento
14557,entrenamiento
14558,entrenamiento
14559,entrenamiento
14560,entrenamiento
14561,entrenamiento
14562,validacion
14563,validacion
14564,entrenamiento
14565,validacion
14566,prueba
14567,prueba
14568,entrenamiento
14569,validacion
14570,entrenamiento
14571,entrenamiento
14572,prueba
14573,entrenamiento
14574,entrenamiento
14575,entrenamiento
14576,prueba
14577,entrenamiento
14578,validacion
14579,entrenamiento
14580,validacion
14581,prueba
14582,entrenamiento
14583,prueba
14584,entrenamiento
14585,entrenamiento
14586,entrenamiento
14587,prueba
14588,prueba
14589,prueba
14590,prueba
14591,prueba
14592,validacion
14593,entrenamiento
14594,validacion
14595,entrenamiento
14596,prueba
14597,entrenamiento
14598,prueba
14599,entrenamiento
14600,entrenamiento
14601,entrenamiento
14602,entrenamiento
14603,entrenamiento
14604,entrenamiento
14605,prueba
14606,entrenamiento
14607,validacion
14608,entrenamiento
14609,entrenamiento
14610,entrenamiento
14611,entrenamiento
14612,prueba
14613,entrenamiento
14614,prueba
14615,entrenamiento
14616,entrenamiento
14617,entrenamiento
14618,entrenamiento
14619,entrenamiento
14620,entrenamiento
14621,entrenamiento
14622,entrenamiento
14623,entrenamiento
14624,entrenamiento
14625,prueba
14626,validacion
14627,entrenamiento
14628,prueba
14629,entrenamiento
14630,entrenamiento
14631,entrenamiento
14632,prueba
14633,validacion
14634,entrenamiento
14635,prueba
14636,entrenamiento
14637,entrenamiento
14638,entrenamiento
14639,entrenamiento
14640,entrenamiento
14641,validacion
14642,entrenamiento
14643,entrenamiento
14644,prueba
14645,prueba
14646,entrenamiento
14647,entrenamiento
14648,entrenamiento
14649,entrenamiento
14650,prueba
14651,entrenamiento
14652,entrenamiento
14653,entrenamiento
14654,entrenamiento
14655,validacion
14656,prueba
14657,entrenamiento
14658,entrenamiento
14659,prueba
14660,entrenamiento
14661,entrenamiento
14662,entrenamiento
14663,validacion
14664,entrenamiento
14665,prueba
14666,entrenamiento
14667,entrenamiento
14668,entrenamiento
14669,entrenamiento
14670,entrenamiento
14671,entrenamiento
14672,entrenamiento
14673,entrenamiento
14674,entrenamiento
14675,entrenamiento
14676,entrenamiento
14677,validacion
14678,prueba
14679,entrenamiento
14680,prueba
14681,validacion
14682,entrenamiento
14683,entrenamiento
14684,entrenamiento
14685,prueba
14686,entrenamiento
14687,entrenamiento
14688,entrenamiento
14689,validacion
14690,entrenamiento
14691,prueba
14692,validacion
14693,entrenamiento
14694,validacion
14695,entrenamiento
14696,validacion
14697,entrenamiento
14698,entrenamiento
14699,entrenamiento
14700,prueba
14701,entrenamiento
14702,entrenamiento
14703,entrenamiento
14704,entrenamiento
14705,prueba
14706,entrenamiento
14707,entrenamiento
14708,entrenamiento
14709,entrenamiento
14710,entrenamiento
14711,entrenamiento
14712,prueba
14713,prueba
14714,entrenamiento
14715,entrenamiento
14716,entrenamiento
14717,entrenamiento
14718,validacion
14719,entrenamiento
14720,entrenamiento
14721,entrenamiento
14722,entrenamiento
14723,entrenamiento
14724,entrenamiento
14725,prueba
14726,validacion
14727,entrenamiento
14728,entrenamiento
14729,entrenamiento
14730,prueba
14731,validacion
14732,prueba
14733,validacion
14734,entrenamiento
14735,entrenamiento
14736,entrenamiento
14737,entrenamiento
14738,validacion
14739,validacion
14740,entrenamiento
14741,entrenamiento
14742,validacion
14743,entrenamiento
14744,entrenamiento
14745,entrenamiento
14746,validacion
14747,entrenamiento
14748,entrenamiento
14749,entrenamiento
14750,entrenamiento
14751,entrenamiento
14752,entrenamiento
14753,validacion
14754,prueba
14755,entrenamiento
14756,entrenamiento
14757,validacion
14758,entrenamiento
14759,entrenamiento
14760,validacion
14761,entrenamiento
14762,prueba
14763,entrenamiento
14764,entrenamiento
14765,entrenamiento
14766,entrenamiento
14767,entrenamiento
14768,entrenamiento
14769,prueba
14770,entrenamiento
14771,validacion
14772,entrenamiento
14773,validacion
14774,entrenamiento
14775,prueba
14776,entrenamiento
14777,entrenamiento
14778,prueba
14779,entrenamiento
14780,entrenamiento
14781,entrenamiento
14782,entrenamiento
14783,entrenamiento
14784,prueba
14785,prueba
14786,entrenamiento
14787,entrenamiento
14788,validacion
14789,prueba
14790,prueba
14791,prueba
14792,validacion
14793,entrenamiento
14794,entrenamiento
14795,entrenamiento
14796,prueba
14797,entrenamiento
14798,entrenamiento
14799,entrenamiento
14800,entrenamiento
14801,entrenamiento
14802,entrenamiento
14803,entrenamiento
14804,entrenamiento
14805,entrenamiento
14806,prueba
14807,entrenamiento
14808,entrenamiento
14809,entrenamiento
14810,prueba
14811,entrenamiento
14812,entrenamiento
14813,entrenamiento
14814,entrenamiento
14815,entrenamiento
14816,entrenamiento
14817,validacion
14818,entrenamiento
14819,entrenamiento
14820,entrenamiento
14821,validacion
14822,validacion
14823,entrenamiento
14824,entrenamiento
14825,entrenamiento
14826,validacion
14827,prueba
14828,validacion
14829,entrenamiento
14830,entrenamiento
14831,entrenamiento
14832,prueba
14833,entrenamiento
14834,prueba
14835,prueba
14836,validacion
14837,entrenamiento
14838,entrenamiento
14839,validacion
14840,entrenamiento
14841,prueba
14842,entrenamiento
14843,entrenamiento
14844,entrenamiento
14845,entrenamiento
14846,entrenamiento
14847,entrenamiento
14848,prueba
14849,entrenamiento
14850,entrenamiento
14851,entrenamiento
14852,validacion
14853,entrenamiento
14854,entrenamiento
14855,validacion
14856,entrenamiento
14857,prueba
14858,prueba
14859,entrenamiento
14860,entrenamiento
14861,entrenamiento
14862,entrenamiento
14863,entrenamiento
14864,validacion
14865,validacion
14866,prueba
14867,entrenamiento
14868,entrenamiento
14869,entrenamiento
14870,entrenamiento
14871,prueba
14872,entrenamiento
14873,prueba
14874,prueba
14875,entrenamiento
14876,validacion
14877,prueba
14878,entrenamiento
14879,entrenamiento
14880,entrenamiento
14881,validacion
14882,entrenamiento
14883,entrenamiento
14884,entrenamiento
14885,entrenamiento
14886,validacion
14887,validacion
14888,entrenamiento
14889,entrenamiento
14890,entrenamiento
14891,entrenamiento
14892,entrenamiento
14893,entrenamiento
14894,entrenamiento
14895,validacion
14896,entrenamiento
14897,prueba
14898,validacion
14899,entrenamiento
14900,validacion
14901,entrenamiento
14902,entrenamiento
14903,validacion
14904,prueba
14905,validacion
14906,entrenamiento
14907,entrenamiento
14908,entrenamiento
14909,entrenamiento
14910,entrenamiento
14911,entrenamiento
14912,entrenamiento
14913,validacion
14914,entrenamiento
14915,entrenamiento
14916,prueba
14917,entrenamiento
14918,entrenamiento
14919,entrenamiento
14920,entrenamiento
14921,entrenamiento
14922,entrenamiento
14923,prueba
14924,validacion
14925,prueba
14926,entrenamiento
14927,entrenamiento
14928,entrenamiento
14929,validacion
14930,prueba
14931,validacion
14932,entrenamiento
14933,entrenamiento
14934,prueba
14935,entrenamiento
14936,entrenamiento
14937,entrenamiento
14938,prueba
14939,entrenamiento
14940,validacion
14941,entrenamiento
14942,entrenamiento
14943,validacion
14944,prueba
14945,entrenamiento
14946,prueba
14947,entrenamiento
14948,entrenamiento
14949,entrenamiento
14950,entrenamiento
14951,entrenamiento
14952,entrenamiento
14953,entrenamiento
14954,validacion
14955,prueba
14956,entrenamiento
14957,entrenamiento
14958,entrenamiento
14959,entrenamiento
14960,entrenamiento
14961,entrenamiento
14962,prueba
14963,entrenamiento
14964,entrenamiento
14965,entrenamiento
14966,entrenamiento
14967,entrenamiento
14968,prueba
14969,validacion
14970,validacion
14971,prueba
14972,entrenamiento
14973,prueba
14974,prueba
14975,entrenamiento
14976,entrenamiento
14977,entrenamiento
14978,entrenamiento
14979,entrenamiento
14980,prueba
14981,entrenamiento
14982,entrenamiento
14983,validacion
14984,validacion
14985,entrenamiento
14986,entrenamiento
14987,entrenamiento
14988,entrenamiento
14989,entrenamiento
14990,entrenamiento
14991,entrenamiento
14992,prueba
14993,entrenamiento
14994,entrenamiento
14995,entrenamiento
14996,entrenamiento
14997,entrenamiento
14998,entrenamiento
14999,entrenamiento
15000,entrenamiento
15001,entrenamiento
15002,entrenamiento
15003,entrenamiento
15004,validacion
15005,entrenamiento
15006,prueba
15007,prueba
15008,prueba
15009,entrenamiento
15010,entrenamiento
15011,prueba
15012,entrenamiento
15013,entrenamiento
15014,validacion
15015,entrenamiento
15016,prueba
15017,entrenamiento
15018,entrenamiento
15019,entrenamiento
15020,entrenamiento
15021,prueba
15022,entrenamiento
15023,entrenamiento
15024,entrenamiento
15025,prueba
15026,entrenamiento
15027,entrenamiento
15028,entrenamiento
15029,entrenamiento
15030,prueba
15031,entrenamiento
15032,prueba
15033,entrenamiento
15034,entrenamiento
15035,entrenamiento
15036,entrenamiento
15037,entrenamiento
15038,entrenamiento
15039,entrenamiento
15040,entrenamiento
15041,entrenamiento
15042,entrenamiento
15043,prueba
15044,entrenamiento
15045,prueba
15046,entrenamiento
15047,prueba
15048,prueba
15049,entrenamiento
15050,entrenamiento
15051,entrenamiento
15052,prueba
15053,prueba
15054,entrenamiento
15055,entrenamiento
15056,entrenamiento
15057,entrenamiento
15058,prueba
15059,entrenamiento
15060,entrenamiento
15061,entrenamiento
15062,entrenamiento
15063,entrenamiento
15064,validacion
15065,validacion
15066,validacion
15067,prueba
15068,entrenamiento
15069,prueba
